County,City,PostalCode,ModelYear,Make,Model,ElectricVehicleType,ElectricRange,MSRP,CAFVEligibility,Latitude,Longitude,CensusTract,ElectricUtility
Pierce,Vancouver,98808,2017,BMW,Bolt,BEV,221,44899,Not Eligible,48.660841274672585,-122.14784034223388,850385,Tacoma Power
Pierce,Tacoma,99205,2019,BMW,Leaf,PHEV,280,44787,Eligible,48.52480710791545,-121.30487996429254,799192,Puget Sound Energy
Snohomish,Everett,98685,2023,Chevrolet,Kona Electric,BEV,257,45982,Eligible,47.12603967553736,-118.23711732242752,216196,Puget Sound Energy
Snohomish,Everett,99851,2014,Nissan,Model 3,BEV,124,79160,Eligible,48.10528871506397,-118.9780951891003,109404,Tacoma Power
King,Tacoma,99387,2016,Ford,Mustang Mach-E,BEV,319,47606,Not Eligible,47.66805775836354,-118.5224020973478,526855,Tacoma Power
Clark,Seattle,98187,2012,Tesla,Bolt,BEV,163,35150,Not Eligible,48.31076474818211,-120.63219283561594,833478,Puget Sound Energy
Spokane,Tacoma,99592,2021,Hyundai,Leaf,PHEV,111,45393,Eligible,47.01131785275069,-118.84290429282592,553814,Puget Sound Energy
Pierce,Vancouver,99566,2018,Ford,Mustang Mach-E,BEV,151,76887,Eligible,48.250329694855225,-120.98779080138456,737475,Puget Sound Energy
King,Seattle,99619,2021,Tesla,Mustang Mach-E,PHEV,259,62259,Eligible,47.11859885972802,-122.12679103990172,996881,Avista
King,Everett,99687,2012,Tesla,i3,BEV,304,71687,Eligible,48.793380257449776,-119.38759927353117,651972,Puget Sound Energy
Pierce,Tacoma,98984,2023,BMW,Mustang Mach-E,PHEV,69,71936,Eligible,47.20230235288802,-117.15590948360784,692879,Avista
Spokane,Spokane,98547,2022,Tesla,Kona Electric,BEV,107,52750,Not Eligible,47.11916745176806,-121.48109368593036,481965,Seattle City Light
King,Spokane,98724,2020,Hyundai,Leaf,PHEV,161,33593,Eligible,48.247751515472295,-120.50369765061849,833082,Avista
King,Vancouver,98925,2019,Tesla,Leaf,BEV,245,42358,Not Eligible,48.375521921162935,-119.11899108804596,364826,Puget Sound Energy
Clark,Spokane,99431,2018,Chevrolet,Bolt,BEV,141,41607,Eligible,47.4407119001241,-119.98020916620384,211186,Seattle City Light
Spokane,Tacoma,98875,2021,Ford,Bolt,BEV,101,62381,Not Eligible,46.12929234723276,-118.01771932789119,867469,Avista
King,Tacoma,98617,2018,Chevrolet,Bolt,BEV,342,49811,Eligible,47.13715380835153,-118.54867240794815,646120,Avista
Spokane,Spokane,98413,2016,Hyundai,Kona Electric,PHEV,57,53074,Eligible,48.88825376018387,-123.12106817489467,641285,Tacoma Power
Pierce,Tacoma,99365,2016,Tesla,Mustang Mach-E,BEV,349,45595,Eligible,48.13545167563715,-117.01026197949547,396784,Seattle City Light
Snohomish,Vancouver,99243,2022,Hyundai,Mustang Mach-E,BEV,147,69194,Eligible,48.33906911357696,-118.60938405082346,570098,Tacoma Power
King,Seattle,98902,2016,BMW,i3,PHEV,285,74377,Eligible,45.61488924586734,-117.88462844408826,140491,Seattle City Light
Clark,Vancouver,98162,2012,Chevrolet,Kona Electric,BEV,118,51853,Not Eligible,47.13750811921956,-119.26721487138025,163043,Avista
Pierce,Vancouver,99974,2019,Chevrolet,Bolt,PHEV,94,33183,Not Eligible,47.76317396780144,-117.93414666769604,998607,Tacoma Power
Spokane,Tacoma,99243,2023,Nissan,Model 3,PHEV,186,45661,Eligible,48.40511439269826,-122.76951066296338,228568,Puget Sound Energy
Pierce,Seattle,98269,2022,Tesla,i3,BEV,283,75493,Eligible,45.6724577875397,-121.23970406886446,476394,Avista
King,Tacoma,98631,2012,BMW,Model 3,PHEV,81,78188,Eligible,48.48353609974656,-117.8032638665708,697013,Seattle City Light
Spokane,Everett,98905,2015,Chevrolet,Mustang Mach-E,BEV,338,66169,Eligible,47.41940327859669,-122.1892411267652,228131,Seattle City Light
Snohomish,Tacoma,99871,2020,Chevrolet,i3,BEV,175,61495,Eligible,46.19059889701621,-122.99142635922985,145520,Tacoma Power
Pierce,Tacoma,99423,2020,BMW,i3,BEV,116,38703,Not Eligible,46.610393257573946,-118.37722689035607,425063,Tacoma Power
King,Tacoma,99205,2016,Hyundai,Leaf,BEV,79,78080,Not Eligible,46.48675343113046,-118.06933998831857,734157,Seattle City Light
Clark,Seattle,99641,2015,Hyundai,Mustang Mach-E,PHEV,163,55815,Not Eligible,47.35800662000967,-122.44276058176564,688730,Avista
Spokane,Tacoma,99752,2014,Tesla,Mustang Mach-E,PHEV,253,54565,Eligible,45.68089987968896,-117.94675111191235,885313,Tacoma Power
Pierce,Seattle,98204,2014,Nissan,Kona Electric,BEV,78,76955,Not Eligible,46.05487655474973,-119.03600932861839,252842,Puget Sound Energy
Pierce,Spokane,98581,2023,Chevrolet,i3,BEV,180,47942,Not Eligible,48.344425651815236,-120.1194625590922,467390,Seattle City Light
Snohomish,Everett,99579,2016,Nissan,Mustang Mach-E,PHEV,234,67986,Eligible,45.96411396761384,-118.103373746921,802858,Puget Sound Energy
Snohomish,Seattle,98840,2021,Hyundai,i3,BEV,302,58161,Eligible,46.31688694310344,-120.77487987942672,471831,Seattle City Light
Clark,Spokane,99836,2012,Hyundai,Kona Electric,BEV,335,73760,Not Eligible,47.08679711961455,-122.23903928454791,622485,Puget Sound Energy
Clark,Seattle,99251,2016,Ford,Kona Electric,BEV,111,66803,Eligible,47.30992310839666,-121.64845760203102,747735,Avista
King,Seattle,99719,2017,Tesla,Leaf,PHEV,52,34716,Eligible,48.17263667864955,-120.21643388109345,685765,Seattle City Light
King,Everett,99642,2018,Ford,i3,BEV,117,66563,Eligible,47.065663493331655,-120.04634984762436,624532,Avista
Clark,Vancouver,98595,2023,Ford,Mustang Mach-E,PHEV,74,58349,Eligible,48.26452617362438,-118.26372462813198,965885,Tacoma Power
Clark,Vancouver,99873,2020,Ford,Mustang Mach-E,PHEV,228,72098,Eligible,47.664212074659105,-118.35620729625983,550953,Seattle City Light
Spokane,Seattle,98249,2014,Tesla,i3,BEV,190,67899,Not Eligible,45.89584908798338,-119.72111737817026,277561,Avista
Snohomish,Tacoma,98874,2013,Tesla,i3,BEV,280,25132,Not Eligible,46.04716003437493,-118.4248943581244,957735,Puget Sound Energy
King,Spokane,99464,2014,BMW,i3,PHEV,349,76990,Not Eligible,47.0296180390742,-122.25347252109114,390534,Avista
Snohomish,Tacoma,99556,2023,Nissan,Bolt,BEV,212,72752,Eligible,46.88911287581164,-123.17458057389359,634535,Seattle City Light
Snohomish,Tacoma,98195,2020,Nissan,Mustang Mach-E,PHEV,179,28385,Not Eligible,48.102404943730534,-117.82138015287445,300123,Avista
Clark,Seattle,98689,2023,BMW,Kona Electric,PHEV,295,61538,Eligible,47.53257998929073,-123.008895790542,815079,Puget Sound Energy
Spokane,Seattle,99952,2018,BMW,Mustang Mach-E,BEV,346,60036,Eligible,46.858465783507874,-121.89652520666402,527894,Puget Sound Energy
Pierce,Seattle,99542,2020,Hyundai,Bolt,PHEV,221,58743,Eligible,46.09766099207635,-118.9804268274415,581018,Puget Sound Energy
Spokane,Seattle,99093,2013,Ford,i3,PHEV,113,65373,Eligible,46.293929858139236,-120.83858840542248,307358,Tacoma Power
Spokane,Vancouver,98638,2016,BMW,Leaf,PHEV,80,32213,Eligible,47.514253564641706,-117.8039591955492,916015,Seattle City Light
Snohomish,Seattle,99422,2015,Chevrolet,i3,BEV,96,69223,Eligible,46.982035817149274,-121.56313133469524,616456,Puget Sound Energy
Spokane,Vancouver,98671,2013,Nissan,i3,BEV,179,51119,Eligible,47.30224628101235,-123.42283624664917,239148,Tacoma Power
King,Vancouver,99783,2020,BMW,Bolt,BEV,159,27835,Eligible,46.09737102355782,-121.54573833635516,246123,Puget Sound Energy
Snohomish,Seattle,99226,2020,Chevrolet,Mustang Mach-E,BEV,118,27738,Not Eligible,47.82017188320598,-119.74251218029859,497530,Avista
King,Everett,99171,2017,Chevrolet,i3,BEV,107,67317,Eligible,48.48388559299588,-121.0564005598786,652958,Seattle City Light
Pierce,Spokane,99495,2022,Chevrolet,Mustang Mach-E,PHEV,155,29134,Not Eligible,46.402788273754155,-120.02332708756809,593973,Avista
Snohomish,Tacoma,99678,2017,Hyundai,Model 3,BEV,349,50892,Eligible,47.220299790411396,-117.80211222757238,110236,Tacoma Power
Pierce,Vancouver,98943,2019,Hyundai,Kona Electric,BEV,305,64601,Eligible,48.91434565157316,-117.56884714750261,135568,Avista
Snohomish,Spokane,98198,2017,Chevrolet,Mustang Mach-E,BEV,220,33353,Not Eligible,46.666346091927544,-121.77116857974828,731615,Avista
Clark,Everett,99940,2012,Hyundai,Leaf,PHEV,211,40690,Eligible,47.58266220723316,-120.49608692374565,355745,Puget Sound Energy
Spokane,Tacoma,99449,2015,Ford,Kona Electric,BEV,335,26909,Eligible,45.815684950700856,-119.93056390093057,472332,Avista
Clark,Tacoma,99689,2018,Chevrolet,Leaf,BEV,120,50703,Not Eligible,47.62105250867805,-117.33076903022639,585119,Puget Sound Energy
Pierce,Vancouver,98491,2013,Ford,i3,BEV,304,39496,Eligible,45.81371120656616,-117.0089874254315,378496,Puget Sound Energy
Spokane,Seattle,99911,2020,Ford,Kona Electric,PHEV,104,37062,Not Eligible,48.857324023633375,-121.96985288253008,750009,Seattle City Light
Snohomish,Everett,98895,2019,Chevrolet,Mustang Mach-E,BEV,52,34850,Eligible,48.00481928225309,-118.7746308362522,359291,Tacoma Power
Spokane,Vancouver,98141,2019,Nissan,Kona Electric,BEV,75,52701,Eligible,48.258559258474975,-121.04279809548423,538866,Tacoma Power
King,Everett,99336,2018,Chevrolet,i3,PHEV,175,59731,Eligible,47.96436526270073,-123.44729672023962,503562,Tacoma Power
Spokane,Seattle,98164,2015,Chevrolet,Bolt,PHEV,102,30153,Eligible,47.56405162626763,-123.43985860416663,780516,Puget Sound Energy
King,Seattle,98313,2013,Hyundai,Leaf,PHEV,247,35481,Not Eligible,47.07469473379927,-120.50632095084534,155904,Tacoma Power
Spokane,Vancouver,98020,2014,Chevrolet,i3,BEV,348,58734,Not Eligible,48.50430682916372,-120.32582306547182,378252,Puget Sound Energy
King,Seattle,99105,2023,Nissan,Bolt,BEV,237,25889,Eligible,48.84892483640072,-123.35329697227262,622247,Seattle City Light
Pierce,Spokane,99604,2017,Hyundai,Kona Electric,PHEV,235,44445,Eligible,47.24662660516429,-119.03497179096703,889285,Tacoma Power
Clark,Tacoma,99154,2023,Tesla,Kona Electric,BEV,347,31461,Not Eligible,48.76037267204342,-121.5889779741328,446300,Puget Sound Energy
Snohomish,Vancouver,99622,2023,Tesla,i3,PHEV,253,63934,Eligible,47.54166518495981,-119.86069484001632,366320,Tacoma Power
Spokane,Everett,99753,2016,Ford,Mustang Mach-E,BEV,60,53205,Eligible,47.384344654137514,-121.54402602442478,724747,Tacoma Power
Clark,Spokane,99956,2023,Ford,Kona Electric,BEV,195,48351,Eligible,47.09068956534375,-122.4136269533495,519136,Seattle City Light
Snohomish,Vancouver,98983,2019,Nissan,Mustang Mach-E,BEV,134,41006,Eligible,46.23250716535542,-120.85337069910732,285922,Avista
Snohomish,Seattle,98304,2017,BMW,Mustang Mach-E,BEV,149,69149,Not Eligible,45.51301881286321,-121.99022312886174,237901,Tacoma Power
King,Seattle,99938,2017,Tesla,Mustang Mach-E,BEV,153,74112,Not Eligible,46.34527179399621,-120.02379365002541,223225,Seattle City Light
Pierce,Seattle,98370,2012,Ford,Model 3,BEV,95,35940,Eligible,47.28403110061248,-122.20761455313789,593406,Tacoma Power
Pierce,Seattle,99880,2015,Tesla,Bolt,PHEV,93,36258,Eligible,46.829859832909136,-120.19536115180992,860135,Tacoma Power
Clark,Everett,98852,2016,Nissan,Bolt,BEV,327,49485,Eligible,47.06969829800922,-122.47703965335236,321738,Tacoma Power
Pierce,Spokane,98383,2023,Nissan,Kona Electric,BEV,230,48763,Eligible,48.932268768474174,-119.13866438834239,735181,Tacoma Power
Spokane,Tacoma,99931,2022,BMW,Kona Electric,PHEV,236,65048,Eligible,46.72595329734265,-118.59940505113074,960359,Avista
Pierce,Everett,98444,2014,BMW,Mustang Mach-E,BEV,163,26067,Not Eligible,47.08264028776038,-122.78243747737542,578076,Avista
Clark,Everett,98424,2020,Hyundai,Model 3,BEV,304,45607,Eligible,45.96730442973487,-120.4592843217573,342726,Tacoma Power
Pierce,Tacoma,98160,2012,Nissan,Mustang Mach-E,PHEV,79,68883,Eligible,45.66785206352946,-123.03933394574332,402811,Tacoma Power
Spokane,Tacoma,99201,2017,Ford,Model 3,BEV,313,34018,Eligible,48.21393330107373,-119.61181410397698,821202,Seattle City Light
King,Seattle,98628,2017,Tesla,Mustang Mach-E,PHEV,147,73521,Eligible,47.49739111275193,-121.78137206345731,529059,Seattle City Light
Clark,Everett,99731,2021,Chevrolet,Leaf,PHEV,164,71946,Eligible,48.16246682115363,-120.0704410305484,806168,Puget Sound Energy
King,Vancouver,98894,2016,BMW,Leaf,PHEV,325,40187,Not Eligible,46.02451979610293,-120.13650343900211,523759,Avista
King,Tacoma,98489,2023,Chevrolet,i3,BEV,330,62375,Eligible,47.50140069913942,-117.4916967497403,565996,Tacoma Power
King,Tacoma,99016,2016,Ford,Mustang Mach-E,BEV,324,28985,Not Eligible,46.387748660194816,-119.9309590533033,106611,Avista
Snohomish,Spokane,98326,2021,BMW,Kona Electric,BEV,310,68052,Eligible,46.29821635915007,-119.71050988183094,450386,Seattle City Light
Snohomish,Vancouver,98597,2016,Chevrolet,Bolt,BEV,256,44563,Eligible,45.54034104918545,-120.88925468253153,971044,Avista
King,Vancouver,99014,2017,Ford,i3,PHEV,260,72322,Eligible,45.95619253249175,-117.3309825793117,933334,Avista
Clark,Tacoma,98288,2019,Tesla,Kona Electric,BEV,264,62306,Eligible,46.58243839024893,-118.44829158864253,871812,Tacoma Power
Spokane,Seattle,98592,2013,Ford,Leaf,BEV,89,76514,Eligible,45.90907566206829,-121.64486561303153,395187,Tacoma Power
Spokane,Spokane,99687,2017,Hyundai,Mustang Mach-E,PHEV,75,43608,Eligible,48.95050454143828,-118.01263769245449,236343,Seattle City Light
Pierce,Vancouver,99596,2012,BMW,i3,BEV,76,64139,Not Eligible,46.580214269833824,-120.68942365879691,959299,Tacoma Power
Clark,Tacoma,98572,2015,Nissan,Mustang Mach-E,BEV,239,26726,Not Eligible,45.95613381345815,-118.11366356703164,439233,Seattle City Light
Snohomish,Vancouver,99377,2021,Tesla,Leaf,BEV,132,51582,Eligible,46.196788094897855,-118.15122755609224,945177,Seattle City Light
King,Spokane,98027,2014,Chevrolet,i3,PHEV,219,30791,Eligible,47.556961299195166,-122.27234378604145,590092,Puget Sound Energy
Pierce,Spokane,98953,2020,BMW,Leaf,BEV,216,33458,Eligible,45.72415233352676,-118.94258264600676,290191,Puget Sound Energy
Spokane,Everett,98042,2014,Nissan,Model 3,PHEV,237,42221,Eligible,48.51851945549405,-121.61082069950754,766933,Puget Sound Energy
Snohomish,Tacoma,99704,2017,Ford,Leaf,BEV,218,73506,Eligible,48.86524887733002,-121.56629764504765,776769,Avista
Snohomish,Spokane,98422,2012,Nissan,Mustang Mach-E,PHEV,338,45968,Not Eligible,46.363615972335836,-121.57373750027622,972402,Puget Sound Energy
King,Everett,99621,2023,BMW,Bolt,PHEV,278,42070,Eligible,47.07533344006801,-118.78380639086033,386608,Tacoma Power
Spokane,Everett,98176,2017,BMW,Leaf,BEV,146,52937,Eligible,45.57747057860324,-122.00613072834851,349220,Tacoma Power
Clark,Vancouver,98528,2015,Hyundai,Kona Electric,BEV,65,74508,Eligible,47.742485786545274,-123.49411207090041,536056,Puget Sound Energy
Snohomish,Vancouver,99633,2019,Hyundai,Bolt,BEV,328,66831,Eligible,46.94874120318406,-118.85096045236288,742811,Avista
King,Everett,98965,2022,Nissan,Model 3,PHEV,184,67933,Not Eligible,46.445204631355445,-122.38729916507168,644950,Seattle City Light
Clark,Vancouver,99517,2020,Ford,i3,BEV,75,72307,Eligible,46.22392988715813,-122.82086443049907,904660,Avista
Spokane,Spokane,98197,2015,Nissan,i3,BEV,61,73340,Eligible,47.78908077180566,-121.95614521613861,685009,Avista
Snohomish,Seattle,98609,2021,BMW,Bolt,BEV,121,62415,Not Eligible,46.9567596086131,-121.03064660490243,762746,Seattle City Light
Clark,Spokane,99600,2023,BMW,i3,BEV,182,67770,Eligible,46.12880751160469,-120.4066088714242,893294,Seattle City Light
Clark,Everett,98841,2021,Chevrolet,Leaf,BEV,155,45802,Not Eligible,47.91188178520388,-123.2102947353679,664396,Seattle City Light
Clark,Everett,98852,2017,Hyundai,Bolt,BEV,269,68601,Eligible,47.47775299062843,-117.19127333792215,191788,Tacoma Power
Snohomish,Spokane,99540,2012,Chevrolet,Mustang Mach-E,BEV,226,35420,Eligible,48.505352192253234,-118.84559015277287,568239,Seattle City Light
Snohomish,Vancouver,99537,2015,Tesla,Leaf,PHEV,331,31642,Not Eligible,45.91116564606772,-121.39923857539182,344437,Seattle City Light
Pierce,Vancouver,98021,2018,BMW,Leaf,BEV,182,44775,Eligible,48.249833106805596,-121.42846782764492,861299,Avista
Spokane,Everett,99135,2023,Chevrolet,Leaf,BEV,71,53754,Eligible,47.85730875386041,-120.58447342910502,966572,Avista
King,Tacoma,99080,2012,Nissan,Mustang Mach-E,PHEV,318,68310,Eligible,45.90253827889834,-119.42940865204028,782561,Puget Sound Energy
Clark,Vancouver,99089,2019,Hyundai,Model 3,PHEV,210,29357,Eligible,47.93187255455102,-122.54857506717171,955010,Avista
Pierce,Spokane,98841,2023,Hyundai,Kona Electric,PHEV,156,46263,Not Eligible,47.045415511079405,-122.2719562105278,149966,Seattle City Light
King,Vancouver,98097,2021,Ford,i3,BEV,328,79471,Not Eligible,48.807446749445454,-117.91367521158192,285846,Tacoma Power
Pierce,Spokane,99167,2023,Nissan,Bolt,BEV,284,73367,Not Eligible,45.99563972716265,-121.83434299472103,372530,Avista
Snohomish,Everett,99903,2022,Ford,Model 3,BEV,67,38201,Not Eligible,47.749916867855084,-121.02873251316134,701516,Avista
Clark,Vancouver,98434,2017,Chevrolet,Bolt,PHEV,291,27739,Eligible,46.836930159120314,-117.83673296882424,246297,Seattle City Light
King,Spokane,98636,2016,Tesla,i3,BEV,166,38231,Eligible,48.84885134706807,-119.18953910890116,509909,Avista
King,Everett,99702,2021,Nissan,Mustang Mach-E,BEV,335,67278,Eligible,46.654912133515964,-121.27887278427903,434341,Avista
King,Tacoma,99109,2022,Nissan,Leaf,BEV,331,67495,Eligible,48.8676506832213,-119.05595295278997,143021,Seattle City Light
King,Spokane,98587,2020,Nissan,Leaf,BEV,193,46168,Eligible,48.65520047885262,-123.3720591000208,481059,Avista
King,Tacoma,98343,2013,Ford,Mustang Mach-E,BEV,254,57624,Not Eligible,46.4463413235873,-118.71832270992613,249333,Tacoma Power
Pierce,Tacoma,99959,2016,Chevrolet,Model 3,BEV,88,35635,Eligible,48.312396218892495,-120.33439573664444,520594,Puget Sound Energy
Clark,Seattle,99317,2017,Nissan,Model 3,BEV,203,34964,Eligible,48.98461470631227,-118.214316042651,876934,Avista
Snohomish,Vancouver,99979,2018,Nissan,Bolt,BEV,225,52785,Eligible,46.38432050759949,-117.29485526195796,186755,Tacoma Power
Snohomish,Spokane,98570,2016,Hyundai,Mustang Mach-E,PHEV,290,54510,Not Eligible,47.028720092631616,-117.48237442828531,166330,Avista
Snohomish,Tacoma,99673,2020,Tesla,Model 3,PHEV,183,42261,Not Eligible,47.32063257798366,-117.58977721754029,802726,Puget Sound Energy
Snohomish,Seattle,98610,2012,Hyundai,Mustang Mach-E,PHEV,95,44254,Not Eligible,46.532258975313525,-120.17089528642974,958754,Seattle City Light
Pierce,Everett,99727,2018,Hyundai,i3,PHEV,99,36392,Eligible,45.553426938761106,-121.1590762580969,988750,Puget Sound Energy
Spokane,Spokane,98242,2021,Tesla,Leaf,BEV,215,37336,Not Eligible,46.27045235469134,-120.47727038925063,669601,Avista
Clark,Tacoma,99854,2018,Chevrolet,Leaf,BEV,155,36939,Eligible,46.486779095196155,-119.01567597846315,334729,Puget Sound Energy
King,Vancouver,98560,2015,Hyundai,Leaf,BEV,265,52412,Not Eligible,47.05259895461366,-117.75401445033728,857071,Puget Sound Energy
Spokane,Seattle,98959,2020,Chevrolet,Mustang Mach-E,BEV,195,41676,Eligible,46.09885867444691,-122.15458903049922,389176,Seattle City Light
Snohomish,Tacoma,98031,2023,Hyundai,Mustang Mach-E,BEV,121,34843,Eligible,48.556390248420854,-117.53174446999893,585179,Avista
Spokane,Vancouver,98390,2022,BMW,Bolt,BEV,322,70591,Eligible,47.967188964559675,-118.20132849219573,248430,Puget Sound Energy
Clark,Tacoma,98276,2016,Tesla,Leaf,BEV,296,50112,Not Eligible,45.79820167145882,-117.13743590134148,948142,Puget Sound Energy
King,Spokane,98531,2015,Hyundai,Bolt,BEV,235,55598,Eligible,47.77532357898976,-117.77836347366903,457470,Seattle City Light
King,Spokane,99177,2018,BMW,Leaf,BEV,119,60454,Not Eligible,47.787797667419674,-121.68040735700261,448301,Tacoma Power
Clark,Spokane,98382,2015,Ford,Bolt,BEV,199,58001,Eligible,48.846774107752694,-122.81128657626368,542037,Avista
Clark,Seattle,99091,2014,BMW,Bolt,PHEV,295,52228,Eligible,45.51057304974656,-122.77043303205467,128365,Tacoma Power
Snohomish,Spokane,99901,2020,Nissan,i3,BEV,311,39429,Eligible,46.36776357432033,-121.6070484292412,375333,Tacoma Power
King,Vancouver,98883,2022,Hyundai,Bolt,BEV,75,43758,Eligible,48.747270177813604,-119.50780579410049,569965,Seattle City Light
Spokane,Tacoma,98213,2019,BMW,Mustang Mach-E,BEV,189,27272,Eligible,48.762468703893994,-118.27191788036838,631536,Seattle City Light
Pierce,Everett,99678,2012,Chevrolet,Bolt,BEV,148,42350,Eligible,48.02205246779723,-117.65487300461983,104369,Avista
Pierce,Vancouver,98375,2018,Ford,Leaf,BEV,327,75041,Not Eligible,48.18017162366639,-119.44560300159999,556979,Tacoma Power
Clark,Vancouver,98743,2020,Hyundai,Bolt,BEV,100,78015,Eligible,45.82019035275376,-123.46339646713766,915037,Puget Sound Energy
Snohomish,Spokane,98212,2019,Nissan,Model 3,BEV,200,47538,Not Eligible,47.298565421723815,-122.28894095262953,936048,Tacoma Power
Pierce,Seattle,98078,2019,BMW,Kona Electric,BEV,153,28400,Eligible,46.3105404695115,-122.85177967495311,547695,Seattle City Light
King,Tacoma,99749,2017,Ford,Leaf,PHEV,138,40371,Not Eligible,46.13426315264766,-121.13839090880144,465863,Puget Sound Energy
Clark,Seattle,98627,2022,Hyundai,Model 3,PHEV,190,62310,Eligible,48.33606154693167,-120.24121854138065,271955,Puget Sound Energy
Spokane,Tacoma,98603,2015,Ford,Leaf,BEV,262,61291,Eligible,45.972633478381915,-123.21791833923936,657343,Seattle City Light
Clark,Tacoma,98781,2019,Nissan,Mustang Mach-E,BEV,282,43147,Eligible,47.14028072948735,-121.23489315732824,824091,Puget Sound Energy
Spokane,Seattle,99946,2014,BMW,Kona Electric,PHEV,232,28291,Eligible,48.78502383855111,-122.3353321149354,478824,Tacoma Power
Clark,Vancouver,99404,2020,Ford,Kona Electric,BEV,300,60256,Not Eligible,46.1504121944787,-119.29404391931732,369594,Seattle City Light
Clark,Tacoma,99000,2013,Ford,Mustang Mach-E,BEV,58,35892,Eligible,48.92297698308382,-120.48222959939179,233997,Avista
Clark,Seattle,98679,2013,Tesla,Kona Electric,BEV,128,59326,Eligible,48.98000795016371,-120.28043529492959,573267,Seattle City Light
Spokane,Tacoma,98057,2023,Ford,Mustang Mach-E,PHEV,101,62458,Not Eligible,47.44466004138841,-120.7200033777825,150272,Avista
Spokane,Everett,99819,2023,Tesla,Model 3,BEV,318,63889,Eligible,46.09549959062005,-117.28587188183731,105310,Avista
Clark,Vancouver,99049,2018,BMW,i3,BEV,275,76428,Not Eligible,46.60636710779313,-122.10422168670983,131817,Seattle City Light
Pierce,Spokane,98880,2023,Hyundai,Leaf,PHEV,100,69966,Eligible,46.98572491436787,-120.14168231101482,608350,Seattle City Light
Snohomish,Tacoma,98446,2021,Hyundai,Mustang Mach-E,BEV,235,62207,Not Eligible,46.58263478525378,-118.71588710562531,586160,Avista
Snohomish,Everett,98065,2015,BMW,Leaf,BEV,83,75255,Eligible,46.4822245295678,-119.88051131462534,537744,Avista
Snohomish,Spokane,99944,2021,BMW,Model 3,PHEV,340,65288,Eligible,48.902803982257254,-117.46136424284079,840176,Puget Sound Energy
Spokane,Spokane,99783,2019,Chevrolet,i3,BEV,279,50995,Eligible,46.03677689595511,-121.04320568833165,182641,Seattle City Light
Spokane,Tacoma,99277,2020,BMW,Model 3,BEV,180,30409,Not Eligible,48.06664768050902,-120.48610726247435,839443,Seattle City Light
Pierce,Seattle,99922,2018,Ford,Kona Electric,BEV,169,67438,Eligible,45.501436013037114,-122.92460495110427,831670,Puget Sound Energy
Snohomish,Tacoma,99991,2016,Hyundai,Leaf,BEV,296,69874,Eligible,47.58663934290832,-119.54150577816246,639745,Seattle City Light
Snohomish,Everett,99067,2019,Nissan,i3,BEV,241,69702,Not Eligible,48.705800513839186,-121.62662220508732,142311,Puget Sound Energy
Clark,Spokane,99120,2015,Hyundai,Kona Electric,BEV,259,54823,Not Eligible,46.507769329326266,-122.4579912431488,251958,Puget Sound Energy
Spokane,Tacoma,99577,2013,Tesla,i3,BEV,152,32869,Not Eligible,46.149340913402014,-119.9605465961207,570328,Seattle City Light
Snohomish,Seattle,99011,2022,Hyundai,Kona Electric,PHEV,182,60724,Not Eligible,47.780879282074494,-120.03998328803058,544093,Tacoma Power
Pierce,Tacoma,98226,2023,Chevrolet,Model 3,BEV,188,47401,Eligible,47.99410492554438,-123.0068343320437,747861,Avista
Pierce,Vancouver,98773,2017,BMW,Mustang Mach-E,BEV,170,50958,Eligible,47.90810681633194,-118.96159955228593,459571,Seattle City Light
Snohomish,Seattle,98678,2020,BMW,Leaf,BEV,143,35766,Not Eligible,46.61760908007481,-119.44548076076946,922613,Tacoma Power
Spokane,Everett,99459,2012,Hyundai,Bolt,PHEV,178,44768,Not Eligible,46.38270840755766,-122.27138766214777,264334,Puget Sound Energy
Pierce,Spokane,99814,2022,Nissan,Bolt,BEV,140,55794,Eligible,48.84571579986716,-120.44867339599871,493238,Tacoma Power
Clark,Tacoma,98600,2021,Nissan,Model 3,BEV,141,51145,Eligible,48.73154827894475,-118.81790104288936,887560,Seattle City Light
Pierce,Seattle,98378,2023,Chevrolet,Leaf,BEV,112,35086,Not Eligible,47.10060813462487,-120.0586676864817,703810,Seattle City Light
King,Vancouver,99201,2018,Tesla,Leaf,BEV,78,68203,Eligible,48.46167853154031,-120.9293210048068,263394,Tacoma Power
King,Seattle,99450,2021,Hyundai,Model 3,BEV,259,51442,Eligible,47.08313217172004,-121.40480002247386,148929,Seattle City Light
Spokane,Vancouver,99938,2020,BMW,Leaf,PHEV,61,41412,Eligible,46.98536156325379,-119.53243986681365,705984,Avista
Snohomish,Everett,98708,2021,Hyundai,Mustang Mach-E,BEV,346,50596,Eligible,46.04867031659753,-117.39579346098344,477389,Tacoma Power
